states,year,quarter,trans_type,trans_counts,amount
Meghalaya,2019,2,Financial Services,460,106800.75
Meghalaya,2019,2,Others,3019,3437756.74
Meghalaya,2019,3,Recharge & bill payments,155949,38916251.42
Meghalaya,2019,3,Peer-to-peer payments,116168,546221812.69
Meghalaya,2019,3,Merchant payments,31201,23461321.89
Meghalaya,2019,3,Financial Services,421,584192.95
Meghalaya,2019,3,Others,2811,3035023.2
Meghalaya,2019,4,Recharge & bill payments,175084,43611775.03
Meghalaya,2019,4,Peer-to-peer payments,163734,670870023.43
Meghalaya,2019,4,Merchant payments,24430,25344714.51
Meghalaya,2019,4,Financial Services,382,124511.64
Meghalaya,2019,4,Others,2351,2485447.19
Meghalaya,2020,1,Recharge & bill payments,226214,59666071.22
Meghalaya,2020,1,Peer-to-peer payments,216022,1013733312.39
Meghalaya,2020,1,Merchant payments,57245,44125206.35
Meghalaya,2020,1,Financial Services,473,402779.89
Meghalaya,2020,1,Others,2329,2207471.06
Meghalaya,2020,2,Recharge & bill payments,382662,100570200.25
Meghalaya,2020,2,Peer-to-peer payments,202270,998750895.91
Meghalaya,2020,2,Merchant payments,46014,48980521.42
Meghalaya,2020,2,Financial Services,1186,2944583.11
Meghalaya,2020,2,Others,3263,2488953.64
Meghalaya,2020,3,Recharge & bill payments,342484,97662913.13
Meghalaya,2020,3,Peer-to-peer payments,194448,1065012681.71
Meghalaya,2020,3,Merchant payments,55595,67511647.13
Meghalaya,2020,3,Financial Services,1587,4049966.81
Meghalaya,2020,3,Others,3465,2821792.59
Meghalaya,2020,4,Recharge & bill payments,350006,102794647.76
Meghalaya,2020,4,Peer-to-peer payments,286252,1579858348.07
Meghalaya,2020,4,Merchant payments,111471,115136797.59
Meghalaya,2020,4,Financial Services,1809,2774557.11
Meghalaya,2020,4,Others,4470,3678221.67
Meghalaya,2021,1,Peer-to-peer payments,326993,1794745857.32
Meghalaya,2021,1,Recharge & bill payments,306634,106098525.66
Meghalaya,2021,1,Merchant payments,108805,147747773.02
Meghalaya,2021,1,Financial Services,1777,3981898.05
Meghalaya,2021,1,Others,3437,2941223.95
Meghalaya,2021,2,Recharge & bill payments,389959,129031455.71
Meghalaya,2021,2,Peer-to-peer payments,366411,1885041503.8
Meghalaya,2021,2,Merchant payments,147406,173894963.0
Meghalaya,2021,2,Financial Services,1766,2306496.85
Meghalaya,2021,2,Others,4052,3342835.53
Meghalaya,2021,3,Peer-to-peer payments,473274,2348008593.22
Meghalaya,2021,3,Recharge & bill payments,418429,144363692.75
Meghalaya,2021,3,Merchant payments,199427,270311210.89
Meghalaya,2021,3,Financial Services,1556,2379067.12
Meghalaya,2021,3,Others,5045,3937887.55
Meghalaya,2021,4,Peer-to-peer payments,669693,3233210261.73
Meghalaya,2021,4,Recharge & bill payments,447310,165277548.46
Meghalaya,2021,4,Merchant payments,314445,442464385.04
Meghalaya,2021,4,Financial Services,1989,2464327.92
Meghalaya,2021,4,Others,6756,5348877.04
Meghalaya,2022,1,Peer-to-peer payments,801009,3899172008.7
Meghalaya,2022,1,Recharge & bill payments,459530,192026788.6
Meghalaya,2022,1,Merchant payments,405859,563004043.93
Meghalaya,2022,1,Financial Services,2134,3019251.86
Meghalaya,2022,1,Others,6218,5116238.24
Meghalaya,2022,2,Peer-to-peer payments,977816,4359000096.16
Meghalaya,2022,2,Merchant payments,591364,714995836.6
Meghalaya,2022,2,Recharge & bill payments,467745,200896879.69
Meghalaya,2022,2,Financial Services,1880,2406087.1
Meghalaya,2022,2,Others,5844,4192522.34
Meghalaya,2022,3,Peer-to-peer payments,2050942,7796315453.51
Meghalaya,2022,3,Merchant payments,1486098,1468318733.14
Meghalaya,2022,3,Recharge & bill payments,810017,330230375.93
Meghalaya,2022,3,Financial Services,3504,3106775.39
Meghalaya,2022,3,Others,8604,5329459.17
Meghalaya,2022,4,Peer-to-peer payments,1901671,7328913724.33
Meghalaya,2022,4,Merchant payments,1334431,1381013596.83
Meghalaya,2022,4,Recharge & bill payments,685678,278377945.43
Meghalaya,2022,4,Financial Services,3544,3564357.12
Meghalaya,2022,4,Others,7124,4671532.63
Mizoram,2018,1,Recharge & bill payments,10155,2199565.26
Mizoram,2018,1,Peer-to-peer payments,6845,41186717.28
Mizoram,2018,1,Merchant payments,616,1066002.17
Mizoram,2018,1,Financial Services,260,65022.5
Mizoram,2018,1,Others,685,709912.77
Mizoram,2018,2,Recharge & bill payments,13550,3107406.5
Mizoram,2018,2,Peer-to-peer payments,11427,77040044.25
Mizoram,2018,2,Merchant payments,1310,2368711.98
Mizoram,2018,2,Financial Services,167,60939.77
Mizoram,2018,2,Others,597,931303.05
Mizoram,2018,3,Peer-to-peer payments,18564,108783543.91
Mizoram,2018,3,Recharge & bill payments,17610,4050433.6
Mizoram,2018,3,Merchant payments,2310,2952533.8
Mizoram,2018,3,Financial Services,240,43891.24
Mizoram,2018,3,Others,592,770335.58
Mizoram,2018,4,Peer-to-peer payments,26212,177049162.13
Mizoram,2018,4,Recharge & bill payments,24533,5523702.98
Mizoram,2018,4,Merchant payments,3699,6911586.61
Mizoram,2018,4,Financial Services,145,35654.18
Mizoram,2018,4,Others,653,906746.63
Mizoram,2019,1,Peer-to-peer payments,35126,204183867.41
Mizoram,2019,1,Recharge & bill payments,30327,6760113.7
Mizoram,2019,1,Merchant payments,3984,6470456.03
Mizoram,2019,1,Financial Services,133,33512.4
Mizoram,2019,1,Others,736,712945.85
Mizoram,2019,2,Peer-to-peer payments,37364,233471780.0
Mizoram,2019,2,Recharge & bill payments,31903,7823562.4
Mizoram,2019,2,Merchant payments,5646,5889316.86
Mizoram,2019,2,Financial Services,80,14455.38
Mizoram,2019,2,Others,678,817593.49
Mizoram,2019,3,Recharge & bill payments,49073,12966806.7
Mizoram,2019,3,Peer-to-peer payments,42645,257538220.23
Mizoram,2019,3,Merchant payments,5560,7397529.02
Mizoram,2019,3,Financial Services,94,72985.31
Mizoram,2019,3,Others,722,818358.69
Mizoram,2019,4,Recharge & bill payments,60511,16857122.31
Mizoram,2019,4,Peer-to-peer payments,57109,341664291.49
Mizoram,2019,4,Merchant payments,6939,9451111.14
Mizoram,2019,4,Financial Services,100,20966.33
Mizoram,2019,4,Others,580,695859.36
Mizoram,2020,1,Recharge & bill payments,85067,24356294.59
Mizoram,2020,1,Peer-to-peer payments,57916,356260523.23
Mizoram,2020,1,Merchant payments,9961,10404414.59
Mizoram,2020,1,Financial Services,119,283854.32
Mizoram,2020,1,Others,546,772492.62
Mizoram,2020,2,Recharge & bill payments,127592,37504550.78
Mizoram,2020,2,Peer-to-peer payments,60021,404110075.09
Mizoram,2020,2,Merchant payments,10056,14627463.66
Mizoram,2020,2,Financial Services,244,434960.28
Mizoram,2020,2,Others,549,516383.63
Mizoram,2020,3,Recharge & bill payments,132664,40941077.03
Mizoram,2020,3,Peer-to-peer payments,99644,634560147.35
Mizoram,2020,3,Merchant payments,20934,30693648.24
Mizoram,2020,3,Financial Services,535,824864.51
Mizoram,2020,3,Others,926,924438.37
Mizoram,2020,4,Peer-to-peer payments,141038,887252744.07
Mizoram,2020,4,Recharge & bill payments,140297,45386403.17
Mizoram,2020,4,Merchant payments,39676,52094800.57
Mizoram,2020,4,Financial Services,607,855201.59
Mizoram,2020,4,Others,989,932966.3
Mizoram,2021,1,Peer-to-peer payments,156386,982955112.19
Mizoram,2021,1,Recharge & bill payments,128055,45558278.22
Mizoram,2021,1,Merchant payments,43511,70289687.95
Mizoram,2021,1,Financial Services,648,1330632.98
Mizoram,2021,1,Others,975,971875.61
Mizoram,2021,2,Peer-to-peer payments,173064,995581952.9
Mizoram,2021,2,Recharge & bill payments,161763,56059844.24
Mizoram,2021,2,Merchant payments,57877,69528721.4
Mizoram,2021,2,Financial Services,611,710657.51
Mizoram,2021,2,Others,1025,993297.25
Mizoram,2021,3,Peer-to-peer payments,224873,1290523196.26
Mizoram,2021,3,Recharge & bill payments,177281,67493206.62
Mizoram,2021,3,Merchant payments,74553,113697005.9
Mizoram,2021,3,Financial Services,522,806905.97
Mizoram,2021,3,Others,1300,1228335.46
Mizoram,2021,4,Peer-to-peer payments,272209,1545255603.41
Mizoram,2021,4,Recharge & bill payments,179405,67548806.85
Mizoram,2021,4,Merchant payments,99265,154183940.73
Mizoram,2021,4,Financial Services,695,2202285.71
Mizoram,2021,4,Others,1755,1475104.83
Mizoram,2022,1,Peer-to-peer payments,302740,1691281089.99
Mizoram,2022,1,Recharge & bill payments,190137,76541062.34
Mizoram,2022,1,Merchant payments,109669,174157725.41
Mizoram,2022,1,Financial Services,731,1657575.28
Mizoram,2022,1,Others,1640,1521510.59
Mizoram,2022,2,Peer-to-peer payments,332102,1739114390.3
Mizoram,2022,2,Recharge & bill payments,172281,70775723.35
Mizoram,2022,2,Merchant payments,137279,191484723.77
Mizoram,2022,2,Financial Services,656,801633.21
Mizoram,2022,2,Others,1659,1010096.48
Mizoram,2022,3,Peer-to-peer payments,349715,1665955694.98
Mizoram,2022,3,Recharge & bill payments,156874,68463689.8
Mizoram,2022,3,Merchant payments,150320,209934220.28
Mizoram,2022,3,Financial Services,802,880187.55
Mizoram,2022,3,Others,1327,1031819.44
Mizoram,2022,4,Peer-to-peer payments,378295,1750113148.31
Mizoram,2022,4,Merchant payments,164389,222455759.18
Mizoram,2022,4,Recharge & bill payments,148573,63477925.04
Mizoram,2022,4,Financial Services,932,949850.2
Mizoram,2022,4,Others,1585,914402.54
Nagaland,2018,1,Recharge & bill payments,28198,5361675.55
Nagaland,2018,1,Peer-to-peer payments,11631,69830122.02
Nagaland,2018,1,Merchant payments,822,1170667.42
Nagaland,2018,1,Financial Services,399,299016.73
Nagaland,2018,1,Others,1795,1344409.37
Nagaland,2018,2,Recharge & bill payments,41959,9139467.7
Nagaland,2018,2,Peer-to-peer payments,20099,140193107.7
Nagaland,2018,2,Merchant payments,1529,2293935.49
Nagaland,2018,2,Financial Services,379,153458.52
Nagaland,2018,2,Others,1633,1545608.47
Nagaland,2018,3,Recharge & bill payments,54885,12664922.72
Nagaland,2018,3,Peer-to-peer payments,33930,223964723.15
Nagaland,2018,3,Merchant payments,3518,3631042.28
Nagaland,2018,3,Financial Services,460,125171.62
Nagaland,2018,3,Others,1578,1406883.16
Nagaland,2018,4,Recharge & bill payments,72881,16615511.42
Nagaland,2018,4,Peer-to-peer payments,53723,358926253.43
Nagaland,2018,4,Merchant payments,10350,10500634.79
Nagaland,2018,4,Financial Services,587,216127.41
Nagaland,2018,4,Others,1792,1754940.49
Nagaland,2019,1,Recharge & bill payments,87596,20020458.08
Nagaland,2019,1,Peer-to-peer payments,71642,411855878.25
Nagaland,2019,1,Merchant payments,7306,8187940.32
Nagaland,2019,1,Financial Services,430,101072.9
Nagaland,2019,1,Others,1605,1776362.87
Nagaland,2019,2,Recharge & bill payments,92492,21350211.08
Nagaland,2019,2,Peer-to-peer payments,81065,487705354.47
Nagaland,2019,2,Merchant payments,12949,8990954.08
Nagaland,2019,2,Financial Services,286,129758.0
Nagaland,2019,2,Others,1961,1890404.53
Nagaland,2019,3,Recharge & bill payments,145812,33293527.93
Nagaland,2019,3,Peer-to-peer payments,100736,601803135.47
Nagaland,2019,3,Merchant payments,13031,13381591.2
Nagaland,2019,3,Financial Services,210,229319.85
Nagaland,2019,3,Others,2089,2248897.26
Nagaland,2019,4,Recharge & bill payments,172761,39720745.6
Nagaland,2019,4,Peer-to-peer payments,128674,777298578.61
Nagaland,2019,4,Merchant payments,13578,15460907.23
Nagaland,2019,4,Financial Services,499,283291.77
Nagaland,2019,4,Others,1658,1773615.14
Nagaland,2020,1,Recharge & bill payments,221741,53662023.32
Nagaland,2020,1,Peer-to-peer payments,135966,821508819.59
Nagaland,2020,1,Merchant payments,18249,17663339.37
Nagaland,2020,1,Financial Services,528,215066.78
Nagaland,2020,1,Others,1567,1730779.67
Nagaland,2020,2,Recharge & bill payments,328269,85264116.12
Nagaland,2020,2,Peer-to-peer payments,166866,1025000209.96
Nagaland,2020,2,Merchant payments,20004,25214703.91
Nagaland,2020,2,Financial Services,860,989239.97
Nagaland,2020,2,Others,1567,1206234.4
Nagaland,2020,3,Recharge & bill payments,347494,91214897.19
Nagaland,2020,3,Peer-to-peer payments,330638,1851638119.54
Nagaland,2020,3,Merchant payments,51912,62568884.13
Nagaland,2020,3,Financial Services,2544,2136903.02
Nagaland,2020,3,Others,3731,2090339.27
Nagaland,2020,4,Peer-to-peer payments,417393,2563827858.05
Nagaland,2020,4,Recharge & bill payments,335297,91929581.88
Nagaland,2020,4,Merchant payments,90496,113115660.17
Nagaland,2020,4,Financial Services,1068,1017278.31
Nagaland,2020,4,Others,3571,3194492.15
Nagaland,2021,1,Peer-to-peer payments,477346,2841021698.48
Nagaland,2021,1,Recharge & bill payments,376473,110095189.59
Nagaland,2021,1,Merchant payments,116846,151202427.15
Nagaland,2021,1,Financial Services,1511,1929643.69
Nagaland,2021,1,Others,3721,3201525.7
Nagaland,2021,2,Peer-to-peer payments,526966,2847731457.57
Nagaland,2021,2,Recharge & bill payments,453979,126962524.75
Nagaland,2021,2,Merchant payments,144413,176831583.14
Nagaland,2021,2,Financial Services,1624,1785915.64
Nagaland,2021,2,Others,3809,2982482.69
Nagaland,2021,3,Peer-to-peer payments,667633,3536780176.78
Nagaland,2021,3,Recharge & bill payments,474693,141172028.24
Nagaland,2021,3,Merchant payments,208387,304493279.82
Nagaland,2021,3,Financial Services,1437,1634878.89
Nagaland,2021,3,Others,4642,3336484.28
Nagaland,2021,4,Peer-to-peer payments,819452,4335295237.98
Nagaland,2021,4,Recharge & bill payments,492411,154359432.08
Nagaland,2021,4,Merchant payments,311673,442578210.09
Nagaland,2021,4,Financial Services,1790,2263055.52
Nagaland,2021,4,Others,6157,4587848.47
Nagaland,2022,1,Peer-to-peer payments,963378,4798355631.57
Nagaland,2022,1,Recharge & bill payments,529038,175942440.62
Nagaland,2022,1,Merchant payments,425336,563650239.95
Nagaland,2022,1,Financial Services,2022,2503998.82
Nagaland,2022,1,Others,6178,4499397.93
Nagaland,2022,2,Peer-to-peer payments,1032542,4933041257.23
Nagaland,2022,2,Merchant payments,513456,640665988.15
Nagaland,2022,2,Recharge & bill payments,479322,162238616.41
Nagaland,2022,2,Financial Services,1547,1519503.22
Nagaland,2022,2,Others,4462,2819984.0
Nagaland,2022,3,Peer-to-peer payments,990896,4568905305.86
Nagaland,2022,3,Merchant payments,467257,642368278.64
Nagaland,2022,3,Recharge & bill payments,430854,148324294.67
Nagaland,2022,3,Financial Services,1479,2345498.6
Nagaland,2022,3,Others,3627,2457117.28
Nagaland,2022,4,Peer-to-peer payments,1314122,5888068476.79
Nagaland,2022,4,Merchant payments,647805,906834415.45
Nagaland,2022,4,Recharge & bill payments,508230,170028535.8
Nagaland,2022,4,Financial Services,2104,1909585.07
Nagaland,2022,4,Others,3944,3125371.21
Odisha,2018,1,Recharge & bill payments,2874109,331254466.15
Odisha,2018,1,Peer-to-peer payments,2305610,4033548999.19
Odisha,2018,1,Financial Services,323352,58099674.95
Odisha,2018,1,Merchant payments,129659,112301341.67
Odisha,2018,1,Others,177091,92427728.93
Odisha,2018,2,Peer-to-peer payments,3989202,7621288195.57
Odisha,2018,2,Recharge & bill payments,3307545,482823290.35
Odisha,2018,2,Financial Services,472304,67829259.92
Odisha,2018,2,Merchant payments,257628,213530873.35
Odisha,2018,2,Others,131465,102838720.43
Odisha,2018,3,Peer-to-peer payments,24472139,22029087498.56
Odisha,2018,3,Recharge & bill payments,3886392,605721781.53
Odisha,2018,3,Financial Services,836547,97292154.49
Odisha,2018,3,Merchant payments,729995,275532813.42
Odisha,2018,3,Others,127082,86881527.58
Odisha,2018,4,Peer-to-peer payments,12285028,21804268077.6
Odisha,2018,4,Recharge & bill payments,5142124,773017649.59
Odisha,2018,4,Merchant payments,3061813,682181415.87
Odisha,2018,4,Financial Services,495495,55534399.31
Odisha,2018,4,Others,158338,114868029.19
Odisha,2019,1,Peer-to-peer payments,24117274,33342321630.61
Odisha,2019,1,Recharge & bill payments,6713747,1120730273.35
Odisha,2019,1,Merchant payments,2690762,821493664.58
Odisha,2019,1,Financial Services,375910,34542738.89
Odisha,2019,1,Others,134249,108039623.27
Odisha,2019,2,Peer-to-peer payments,16455353,41423292021.96
Odisha,2019,2,Recharge & bill payments,7845252,1506620072.66
Odisha,2019,2,Merchant payments,4827067,1664621261.26
Odisha,2019,2,Financial Services,202705,20424212.31
Odisha,2019,2,Others,181647,139897303.49
Odisha,2019,3,Peer-to-peer payments,18490877,51447586885.48
Odisha,2019,3,Merchant payments,13984738,3895753253.33
Odisha,2019,3,Recharge & bill payments,8565917,1806123698.46
Odisha,2019,3,Financial Services,195034,31079934.76
Odisha,2019,3,Others,185706,124033587.19
Odisha,2019,4,Peer-to-peer payments,43284477,72966050937.3
Odisha,2019,4,Recharge & bill payments,10629461,2290841668.3
Odisha,2019,4,Merchant payments,10601703,4395710870.15
Odisha,2019,4,Financial Services,323887,38782542.05
Odisha,2019,4,Others,156105,77987614.25
Odisha,2020,1,Peer-to-peer payments,27110930,82863844732.49
Odisha,2020,1,Merchant payments,13269709,5738217250.06
Odisha,2020,1,Recharge & bill payments,13083524,3253609732.9
Odisha,2020,1,Financial Services,84037,27641460.91
Odisha,2020,1,Others,134107,73485022.97
Odisha,2020,2,Peer-to-peer payments,24520938,80990080777.89
Odisha,2020,2,Recharge & bill payments,17040333,4551061364.34
Odisha,2020,2,Merchant payments,8313965,6092753944.95
Odisha,2020,2,Financial Services,66787,50322080.34
Odisha,2020,2,Others,86553,48818444.57
Odisha,2020,3,Peer-to-peer payments,34182172,107064668710.4
Odisha,2020,3,Recharge & bill payments,17126851,5015719823.51
Odisha,2020,3,Merchant payments,14519265,10242496366.44
Odisha,2020,3,Financial Services,90736,84971747.76
Odisha,2020,3,Others,114805,56087156.19
Odisha,2020,4,Peer-to-peer payments,47588728,153208735347.13
Odisha,2020,4,Merchant payments,27124765,19347472702.8
Odisha,2020,4,Recharge & bill payments,17318073,5532179002.0
Odisha,2020,4,Financial Services,106189,104419909.67
Odisha,2020,4,Others,187195,109856053.02
Odisha,2021,1,Peer-to-peer payments,54417515,181450436291.91
Odisha,2021,1,Merchant payments,38180718,25201936762.21
Odisha,2021,1,Recharge & bill payments,18633830,6552605937.55
Odisha,2021,1,Financial Services,87263,95064023.95
Odisha,2021,1,Others,141032,97693172.73
Odisha,2021,2,Peer-to-peer payments,66929109,208405882369.05
Odisha,2021,2,Merchant payments,39402607,29208847674.9
Odisha,2021,2,Recharge & bill payments,25183699,8024323050.14
Odisha,2021,2,Financial Services,102474,102761986.98
Odisha,2021,2,Others,206448,122302396.2
Odisha,2021,3,Peer-to-peer payments,85728576,251150860524.23
Odisha,2021,3,Merchant payments,64268830,43316348173.18
Odisha,2021,3,Recharge & bill payments,26943670,9025674783.4
Odisha,2021,3,Financial Services,97213,112383446.88
Odisha,2021,3,Others,324385,175452005.35
Odisha,2021,4,Peer-to-peer payments,107560893,310704112799.89
Odisha,2021,4,Merchant payments,99512650,63383870318.3
Odisha,2021,4,Recharge & bill payments,26302130,10728834440.7
Odisha,2021,4,Financial Services,133004,147526652.49
Odisha,2021,4,Others,416689,286705478.53
Odisha,2022,1,Peer-to-peer payments,118999900,364447461107.49
Odisha,2022,1,Merchant payments,118108271,74302051597.76
Odisha,2022,1,Recharge & bill payments,26083549,12133153536.78
